,job_title,company_name,location,ctc_min(R$),ctc_max(R$),ctc_mean(R$),experience_min(years),experience_required(years),experience_mean(years),posted(days)
245,Advocate,IRA Consulting,"Thane, Navi Mumbai, Dombivli, Kalyan, Mumbai, Virar, Vashi, Vasai, Bhiwandi, Bandra",17647.0,23529.0,20588.0,1,2,1.5,3
246,Customer Service Associate,The Banyan Tee,Bhopal,11765.0,0.0,5882.0,0,2,1.0,7
247,ERP Implementation Executive ( Location Mumbai Malad),Vritti Solution Limited,Mumbai,11765.0,12353.0,12059.0,0,1,0.5,3
248,Graphic Designer,Blue Rose Publishers,"Delhi, Noida",11765.0,17647.0,14706.0,1,2,1.5,3
249,Associate Graphic Designer,FlytBase Labs,Pune,23529.0,47059.0,35294.0,1,5,3.0,3
250,Admission Sales Manager,The BrowMasters,Mumbai,28235.0,47059.0,37647.0,1,5,3.0,4
251,Business Development Associate,AajNeeti,Noida,17647.0,26471.0,22059.0,0,1,0.5,4
252,Telecaller,Able Jobs,Bangalore,17647.0,23529.0,20588.0,0,5,2.5,4
253,Business Development Executive,SkilloVilla Technologies Private Limited,Bangalore,26471.0,52941.0,39706.0,0,3,1.5,1
254,Editorial Assitant,Peppermint Communications Private Limited,"Karjat, Thane, Ulhasnagar, Ambernath, Bhiwandi, Kalyan, Dombivli",14706.0,23529.0,19118.0,0,3,1.5,2
255,Video Editor & Grpahic Designer,Nrich Learning,Chandigarh,11765.0,14706.0,13235.0,1,2,1.5,2
256,Business Development Associate (Pune),IB Cricket,Pune,17647.0,29412.0,23529.0,0,2,1.0,2
257,Digital Marketing Executive,Zedex Info Private Limited,Mumbai,11765.0,0.0,5882.0,0,0,0.0,3
258,Graphics Designer,Salty,Delhi,17647.0,23529.0,20588.0,1,3,2.0,3
259,Sales Manager Or Sr. Sales Manager,Zigsaw Consultancy,Delhi,29412.0,7059.0,18235.0,2,5,3.5,3
260,Social Media Manager,Error Technologies,Hyderabad,11765.0,17647.0,14706.0,1,4,2.5,3
261,Management Trainee (Media Sales),Vritti Solution Limited,Delhi,11765.0,17647.0,14706.0,0,2,1.0,3
262,Business Development (Sales),Zigsaw Consultancy,Noida,29412.0,30000.0,29706.0,0,1,0.5,3
263,Education Counselor,OckyPocky,"Gurgaon, Delhi",17647.0,20588.0,19118.0,0,2,1.0,3
264,Assistant Manager-Client Servicing,Zigsaw Consultancy,Delhi,35294.0,41176.0,38235.0,4,5,4.5,4
265,Concierge,Ukiyo Stays,Mumbai,11765.0,17647.0,14706.0,1,3,2.0,4
266,Customer Support Manager,Fusion Beauty,Delhi,14706.0,29412.0,22059.0,0,5,2.5,1
267,Customer Acquisition Executive,Guruji Astro,Jaipur,11765.0,14118.0,12941.0,0,1,0.5,2
268,Brand Solutions Associate,Confluencr,Bangalore,17647.0,35294.0,26471.0,0,2,1.0,2
269,Android App Developer,K4 Media & Technologies,Jaipur,11765.0,23529.0,17647.0,0,5,2.5,2
270,US Sales Process Executive,Gigde Global Solutions Private Limited,Noida,11765.0,15529.0,13647.0,0,1,0.5,3
271,Actor,Guruji Astro,Jaipur,11765.0,14118.0,12941.0,0,2,1.0,4
272,Social Media Manager,SQ Ventures,Chennai,26471.0,47059.0,36765.0,0,5,2.5,2
273,Operations Accountancy Associate,Lloyd Harrington Australia Proprietary Limited,Delhi,11765.0,17647.0,14706.0,1,2,1.5,2
274,Graphic Design (Final Year Student),Trivy Technologies Private Limited,Noida,11765.0,29412.0,20588.0,0,1,0.5,2
275,Accounts Executive,Disha Skill Training Services,Mumbai,11765.0,0.0,5882.0,0,1,0.5,3
276,Draftsman Mechanical Engineer,SALUJA CAD CONSULTANCY,"Gurgaon, Delhi, Noida, Faridabad",11765.0,17647.0,14706.0,0,1,0.5,3
277,Associate - Operations (Accountancy),Lloyd Harrington Australia Proprietary Limited,Mumbai,11765.0,17647.0,14706.0,1,2,1.5,2
278,Human Resources (HR) Manager,Arista Vault,Delhi,17647.0,29412.0,23529.0,1,3,2.0,2
279,Business Development Associate,Pregrad,Noida,20588.0,29412.0,25000.0,0,0,0.0,3
280,Business Development Head,The BrowMasters,Mumbai,29412.0,55882.0,42647.0,2,5,3.5,3
281,Telecaller,Buy Your Own Bungalow,Delhi,11765.0,14118.0,12941.0,0,1,0.5,3
282,Marketing & Sales Executive,Zigsaw Consultancy,Ludhiana,29412.0,30000.0,29706.0,1,0,0.5,4
283,Content Writer,Fusion Beauty,Delhi,17647.0,29412.0,23529.0,1,5,3.0,2
284,Junior Social Media Marketing Manager,Akrati Jewels Incorporation,Jaipur,11765.0,14706.0,13235.0,0,2,1.0,2
285,Face To Face Fundraiser,Direct Dialogue Initiatives India Private Limited,Chennai,17647.0,20588.0,19118.0,0,2,1.0,3
286,Business Development Associate,Able Jobs,Bangalore,29412.0,47059.0,38235.0,1,4,2.5,4
287,Video Editor,Salty,Delhi,23529.0,29412.0,26471.0,1,3,2.0,3
288,Holiday Advisor,Zigsaw Consultancy,Gurgaon,29412.0,41176.0,35294.0,1,5,3.0,4
289,Front Office Executive,DRA Realty Private Limited,Bangalore,17647.0,20588.0,19118.0,1,2,1.5,4
290,Creative Content Writer,Fusion Beauty,Delhi,11765.0,26471.0,19118.0,0,5,2.5,1
291,Associate Video Editor,Blue Rose Publishers,"Noida, Delhi",15529.0,20588.0,18059.0,1,2,1.5,2
292,Business Development Associate,SQ Ventures,Chennai,26471.0,44118.0,35294.0,0,5,2.5,3
293,Face To Face Fundraiser,Direct Dialogue Initiatives India Private Limited,Bangalore,17647.0,20588.0,19118.0,0,3,1.5,3
294,Embedded Systems Specialist,9 Pointers Tech Private Limited,Jaipur,12353.0,30000.0,21176.0,0,3,1.5,3
295,Customer Support Executive,Able Jobs,Bangalore,14118.0,21176.0,17647.0,0,3,1.5,3
296,Business Development Executive,MyFitSoul Technologies Private Limited,Delhi,11765.0,17647.0,14706.0,0,5,2.5,4
297,Sales Executive,Jus Amazin Foods & Beverages Private Limited,Bangalore,11765.0,14706.0,13235.0,1,3,2.0,5
298,Merchandiser - Lingerie & Accessories,Peppermint Communications Private Limited,Bhiwandi,11765.0,17647.0,14706.0,0,3,1.5,2
299,Inside Sales Executive,Ukiyo Stays,Mumbai,11765.0,17647.0,14706.0,1,3,2.0,2
300,UI/UX Designer,QuadB Tech,Ludhiana,11765.0,17647.0,14706.0,0,1,0.5,2
301,Customer Success Associate,SkilloVilla Technologies Private Limited,Bangalore,17647.0,26471.0,22059.0,1,3,2.0,3
302,Content Strategist,SkilloVilla Technologies Private Limited,Bangalore,29412.0,32353.0,30882.0,1,4,2.5,1
303,Content Writer And Social Media Manager,PassionMojo Private Limited,Delhi,11765.0,14706.0,13235.0,0,1,0.5,3
304,Telecalling,Fusion Beauty,Delhi,11765.0,23529.0,17647.0,0,5,2.5,1
305,Human Resources (HR) Executive,Artium Academy,Mumbai,11765.0,20588.0,16176.0,1,2,1.5,3
306,Graphic Designer,Valkyre Clothing,Mumbai,17647.0,20588.0,19118.0,1,3,2.0,2
307,Performance Marketing Executive,Ayurveda House Private Limited,Delhi,12706.0,14118.0,13412.0,0,2,1.0,3
308,Channel Partner Onboarding Executive,Expertrons,Mumbai,11765.0,35294.0,23529.0,0,5,2.5,1
309,Financial Sales Executive,WeMakeScholars,"Karnataka, Jalandhar, Telangana, Kurnool, Secunderabad, Hyderabad, Visakhapatnam, Patna",17647.0,21765.0,19706.0,0,1,0.5,3
310,Junior Executive And Senior Executive,IRA Consulting,Mumbai,23529.0,35294.0,29412.0,1,2,1.5,3
311,Manager Sales Support,Six Ladders,"Navi Mumbai, Mumbai",23529.0,29412.0,26471.0,0,2,1.0,4
312,Human Resources (HR) Executive,Peppermint Communications Private Limited,"Ulhasnagar, Kalyan, Ambernath, Thane, Dombivli, Bhiwandi",11765.0,17647.0,14706.0,0,3,1.5,2
313,Junior Financial Officer,WeMakeScholars,"Chandigarh, Ranchi, Visakhapatnam, Warangal, Secunderabad, Indore, Jamshedpur, Lucknow, Hyderabad, Varanasi, Jaipur, Begumpet",17647.0,21765.0,19706.0,0,1,0.5,2
314,Digital Marketing Executive,Mobavenue Media Private Limited,Mumbai,14706.0,20588.0,17647.0,0,1,0.5,4
315,Associate - Operations (Accountancy),Lloyd Harrington Australia Proprietary Limited,Bangalore,11765.0,17647.0,14706.0,1,2,1.5,2
316,Executive Assistant,Kgraph AI Solutions Pvt Ltd,Bangalore,11765.0,35294.0,23529.0,0,5,2.5,3
317,Junior Operations Associate,Universal Adventures,Noida,12706.0,17647.0,15176.0,0,2,1.0,4
318,Operations Associate,Able Jobs,Bangalore,17647.0,23529.0,20588.0,0,3,1.5,4
319,Junior Search Engine Optimization (SEO) Associate,RankItRight Media,Bangalore,14706.0,17647.0,16176.0,0,3,1.5,4
320,Accountant,Good Homes Kitchenware LLP,Bangalore,29412.0,35294.0,32353.0,2,0,1.0,4
321,Senior Legal Researcher,DRA Realty Private Limited,Bangalore,35294.0,36471.0,35882.0,2,5,3.5,4
322,Search Engine Optimization (SEO) Executive,Fabulous Media Private Limited,Gurgaon,11765.0,17647.0,14706.0,1,2,1.5,5
323,Content Writer,Careers360,Hyderabad,17647.0,23529.0,20588.0,1,3,2.0,5
324,WordPress Developer,K4 Media & Technologies,Jaipur,11765.0,23529.0,17647.0,0,5,2.5,2
325,Business Development Manager,Good Homes Kitchenware LLP,Bangalore,32353.0,38235.0,35294.0,1,0,0.5,3
326,Financial Sales Officer,WeMakeScholars,"Vadodara, Noida, Varani, Surat, Visakhapatnam, Warangal, Secunderabad, Hyderabad, Durgapur, Ahmedabad, Delhi",17647.0,21765.0,19706.0,0,1,0.5,4
327,Video Editor,WinnyTine Events,Mumbai,11765.0,17647.0,14706.0,1,2,1.5,6
328,Associate - Corporate Sales,SkilloVilla Technologies Private Limited,Bangalore,17647.0,29412.0,23529.0,0,2,1.0,5
329,Social Media Marketing Manager,Red Cube Digital Media Private Limited,Delhi,29412.0,0.0,14706.0,2,0,1.0,5
330,Photographer,Analystt.ai,Mumbai,14118.0,23529.0,18824.0,0,5,2.5,5
331,Operation Executive,Upstep Academy,Mumbai,11765.0,17647.0,14706.0,0,1,0.5,6
332,Associate Recruiter,Jalan Technology Consulting,Jaipur,14118.0,17647.0,15882.0,1,0,0.5,6
333,Content Writer,Breakout,"Bangalore, Koramangala",14118.0,17647.0,15882.0,1,3,2.0,5
335,Associate PHP Developer,Zedex Info Private Limited,Mumbai,11765.0,14706.0,13235.0,1,0,0.5,3
336,Search Engine Optimization (SEO) Specialist,Ayurveda House Private Limited,Delhi,14118.0,21176.0,17647.0,0,2,1.0,5
337,Social Media Marketer,Ayurveda House Private Limited,Delhi,12706.0,14118.0,13412.0,0,2,1.0,5
338,Business Development Executive,Buy Your Own Bungalow,Delhi,12941.0,14118.0,13529.0,0,1,0.5,5
339,Soft Skills Trainer,Kapable.club,Delhi,23529.0,41176.0,32353.0,0,5,2.5,5
340,Instagram Content Mak,Analystt.ai,Mumbai,14706.0,29412.0,22059.0,0,4,2.0,5
341,Astra Wordpress  Developer And Designer,The BrowMasters,Mumbai,11765.0,17647.0,14706.0,1,3,2.0,4
342,Accountant,DRA Realty Private Limited,Bangalore,29412.0,35294.0,32353.0,3,0,1.5,5
343,Sales Manager,YourDOST Health Solutions,Bangalore,17647.0,35294.0,26471.0,1,3,2.0,6
344,Event Production Team Lead,Group Futurista,Work from home,11765.0,14118.0,12941.0,1,2,1.5,1
345,Business Development Executive,Tring,"Panvel, Mumbai, Navi Mumbai, Thane",11765.0,17647.0,14706.0,0,2,1.0,7
346,Education Counselor,CATKing Educare,Mumbai,21176.0,37647.0,29412.0,0,2,1.0,6
347,Key Account Manager,CATKing Educare,Mumbai,14118.0,21176.0,17647.0,0,2,1.0,6
348,HR Recruiter (BPO),TheCoinRepublic,Indore,11765.0,14118.0,12941.0,1,0,0.5,7
349,Human Resources (HR) Executive,TheCoinRepublic,Indore,11765.0,16471.0,14118.0,1,0,0.5,7
350,Assistant To The Director - Facilitating Excellence,Webiniser LTD,Bangalore,14706.0,20588.0,17647.0,0,2,1.0,7
351,Embedded Test Engineer,IoTReady,Bangalore,17647.0,18824.0,18235.0,0,2,1.0,4
352,Junior Sales Officer,WeMakeScholars,"Gujartodi, Delhi, Chennai, Varanasi, Jaipur, Noida, Jamshedpur, Visakhapatnam, Secunderabad, Hyderabad, Indore",17647.0,21765.0,19706.0,0,1,0.5,5
353,Influencer Marketing Executive,Ukiyo Stays,Mumbai,11765.0,17647.0,14706.0,1,3,2.0,7
354,Digital Marketing Specialist,Money Making Trading Courses,"Thane, Panvel, Navi Mumbai, Dombivli, Kalyan",29412.0,35294.0,32353.0,2,5,3.5,7
355,Corporate Relationship Manager,Error Technologies,Hyderabad,14118.0,20588.0,17353.0,0,3,1.5,6
356,Full Stack Developer - MERN,BDNT Labs Private Limited,Hyderabad,29412.0,0.0,14706.0,2,5,3.5,3
357,Maths Voiceover And Video Solutions Specialist (Female Only),InfyBytes AI Labs Private Limited,Work from home,14706.0,17647.0,16176.0,0,2,1.0,2
358,Sales And Marketing Trainee (MBA),Ecovista Industries Pvt Ltd,West Bengal,29412.0,35294.0,32353.0,1,4,2.5,7
359,Operations Manager,House Of Couton Private Limited,Nagpur,11765.0,14118.0,12941.0,1,2,1.5,7
360,Business Development Executive,Expertrons,Mumbai,11765.0,29412.0,20588.0,0,3,1.5,7
361,Corporate Sales Associate,Six Ladders,Mumbai,21176.0,24706.0,22941.0,0,0,0.0,7
362,Performance Marketing Executive,Ukiyo Stays,Mumbai,11765.0,17647.0,14706.0,1,3,2.0,7
363,Brand Communication Strategist,Ukiyo Stays,Mumbai,14118.0,17647.0,15882.0,1,3,2.0,7
364,Sales Executive,Money Making Trading Courses,"Kalyan, Dombivli, Mumbai, Navi Mumbai, Thane",11765.0,12941.0,12353.0,0,5,2.5,7
365,Junior Graphic Designer & Editor,Ladder Media,Work from home,11765.0,17647.0,14706.0,1,5,3.0,2
366,Sales Executive - Enterprise SaaS,Zigsaw Consultancy,Gurgaon,7059.0,882.0,3971.0,2,3,2.5,7
367,Technical Content Writer,Qriocity Ventures Private Limited,Chennai,17647.0,20588.0,19118.0,0,1,0.5,7
368,Customer Support Executive,Qriocity Ventures Private Limited,Chennai,17647.0,20588.0,19118.0,0,2,1.0,7
369,Sales Manager,SDSR Consultancy Services Private Limited,Kolkata,17647.0,26471.0,22059.0,0,5,2.5,7
370,Academic Content Writer,Qriocity Ventures Private Limited,Chennai,17647.0,20588.0,19118.0,0,1,0.5,7
371,Senior Telecaller,Qriocity Ventures Private Limited,Chennai,23529.0,35294.0,29412.0,0,2,1.0,7
372,Senior Content Writer,Zedex Info Private Limited,Mumbai,17647.0,0.0,8824.0,1,3,2.0,7
373,Telecaller,Simplify Solutions,"Haryana, Uppal, Begumpet, Jharkhand, Chennai, Secunderabad, Bangalore, Hyderabad, Navi Mumbai, Mumbai, Uttarkashi",11765.0,12353.0,12059.0,0,2,1.0,6
374,Video Editor,Hectec Solutions,Pune,17647.0,29412.0,23529.0,1,0,0.5,7
375,Business Development (Sales) Trainee,Simplify Solutions,"Secunderabad, Chennai, Delhi, Kolkata, Kurnool, Bangalore, Hyderabad, Vijayawada, Odisha, Keralapuram, Assam",11765.0,17647.0,14706.0,0,2,1.0,6
376,B2B Growth Marketing Specialist,FlytBase Labs,Pune,17647.0,47059.0,32353.0,0,3,1.5,7
377,Real Estate Consultant,AajNeeti,Noida,17647.0,29412.0,23529.0,0,2,1.0,7
378,Equity & Derivatives Trading Executive,SDSR Consultancy Services Private Limited,Kolkata,11765.0,47059.0,29412.0,0,5,2.5,7
379,Manager - Marketing,NEXT IAS,Delhi,42353.0,56471.0,49412.0,4,5,4.5,7
380,Product Marketing Specialist,FlytBase Labs,Pune,17647.0,35294.0,26471.0,0,3,1.5,7
381,Server Administrator,Cygnus Information Solutions Private Limited,Mumbai,29412.0,35294.0,32353.0,2,4,3.0,7
382,Creative Designer,FlytBase Labs,Pune,17647.0,35294.0,26471.0,0,3,1.5,7
383,Human Resources (HR) Manager,Branch Karma,Mumbai,29412.0,47059.0,38235.0,4,5,4.5,7
384,Relationship Manger - Mutual Funds,Money Making Trading Courses,"Navi Mumbai, Dombivli, Kalyan, Panvel, Thane",11765.0,17647.0,14706.0,0,5,2.5,7
385,Graphic Designer,NEXT IAS,Delhi,21176.0,28235.0,24706.0,1,3,2.0,7
386,Recruiter,Simplify Solutions,"Odisha, Mumbai, Bangalore, Vishakhapatnam, Hyderabad, Guntur, Warangal",11765.0,20588.0,16176.0,0,2,1.0,5
387,Sales Team Lead,Group Futurista,Work from home,11765.0,14118.0,12941.0,1,2,1.5,2
388,Executive - Marketing,NEXT IAS,"Agra, Aligarh, Dehradun, Delhi, Dibrugarh, Guwahati, Lucknow, Patna, Pune, Ranchi, Itanagar, Greater Noida, Varanasi, Allahabad, Kanpur Dehat",17647.0,26471.0,22059.0,1,2,1.5,7
389,Student Success Associate,Internshala Trainings,Gurgaon,21176.0,0.0,10588.0,0,2,1.0,7
390,Digital Marketing Specialist,Arista Vault,"Hyderabad, Vellore, Chennai, Delhi, Bangalore",35294.0,41176.0,38235.0,2,5,3.5,6
391,Sales And Marketing Executive,Group Futurista,Work from home,11765.0,14706.0,13235.0,1,5,3.0,3
392,SME - Economics/Accounts/Chemistry/Statistics,CloudBird Digital Private Limited,Work from home,11765.0,0.0,5882.0,0,2,1.0,4
393,Junior Graphic Designer,Creatiwise,Work from home,11765.0,12353.0,12059.0,0,2,1.0,3
394,Graphic Designer,Creatiwise,Work from home,11765.0,12353.0,12059.0,0,2,1.0,3
395,SAT Tutor - English(Evening Shift),CloudBird Digital Private Limited,Work from home,11765.0,0.0,5882.0,1,3,2.0,4
396,Manager - US Taxation,Branch Karma,"Navi Mumbai, Mumbai, Mira Bhayandar",29412.0,8824.0,19118.0,4,0,2.0,7
397,Subject Matter Expert (SME)/Teacher - ECONOMICS,Solvitude,Work from home,11765.0,12941.0,12353.0,0,0,0.0,4
398,Corporate Sales Specialist,OckyPocky,Delhi,17647.0,20588.0,19118.0,0,3,1.5,7
399,Linux Server Administrator,ServerGuy,Noida,17647.0,35294.0,26471.0,1,3,2.0,7
400,Ruby On Rails Developer,Makerble,Work from home,17647.0,23529.0,20588.0,1,0,0.5,2
401,Back Office Executive,Suprem Service,"Adilabad, Karimnagar, Khammam, Wanaparthy, Hyderabad, Nizamabad, Mandamarri, Kothagudem, Nalgonda, Gadwal, Mahbubnagar, Suryapet, Warangal, Siddipet, Mancherial",23529.0,41176.0,32353.0,0,1,0.5,2
402,Accountant,Universal Adventures,Work from home,11765.0,16471.0,14118.0,0,2,1.0,2
403,Assistant Manager,Suprem Service,Work from home,29412.0,41176.0,35294.0,0,1,0.5,2
404,Accountant,Suprem Service,Work from home,23529.0,41176.0,32353.0,0,1,0.5,2
405,Back Office Executive,Suprem Service,"Anantapur, Guntur, Kadapa, Kurnool, Madanapalle, Rajamahendravaram, Srikakulam, Tenali, Vizianagaram, Proddatur, Nellore, Vijayawada, Ongole, Vishakhapatnam, Nandyala",23529.0,41176.0,32353.0,0,1,0.5,2
406,Back Office Executive,Suprem Service,"Cuddalore, Salem, Tiruchipalli, Trichey, Tambaram Sanatorium, Chennai, Coimbatore, Madurai, Puducherry, Tirunelveli, Kanyakumari, Thanjavur, Vellore, Kanchipuram",23529.0,41176.0,32353.0,0,1,0.5,2
407,Back Office Executive,Suprem Service,"Ballari, Mangaluru, Mysuru, Vijayapura, Chitradurga, Hubli, Gadag, Hassan, Udupi, Bangalore, Tumkur, Shivamogga, Belgaum, Gulbarga, Davanagere",23529.0,41176.0,32353.0,0,1,0.5,2
408,Back Office Executive,Suprem Service,"Navi Mumbai, Mumbai, Gondia, Jalna, Nagpur, Nashik, Aurangabad, Jalgaon, Kolhapur, Pune, Ratnagiri, Solapur, Ahmednagar, Satara, Thane",23529.0,41176.0,32353.0,0,1,0.5,2
409,Back-End Management Executive,Suprem Service,"Adilabad, Karimnagar, Khammam, Suryapet, Warangal, Mahbubnagar, Siddipet, Mancherial, Kothagudem, Hyderabad, Nizamabad, Mandamarri, Wanaparthy, Nalgonda, Gadwal",29412.0,41176.0,35294.0,0,1,0.5,2
410,Back-End Management Executive,Suprem Service,"Vizianagaram, Nellore, Proddatur, Tenali, Srikakulam, Rajamahendravaram, Ongole, Nandyala, Vishakhapatnam, Vijayawada, Anantapur, Guntur, Kadapa, Kurnool, Madanapalle",29412.0,41176.0,35294.0,0,1,0.5,2
411,Back-End Management Executive,Suprem Service,"Puducherry, Tiruchipalli, Trichey, Tambaram Sanatorium, Chennai, Coimbatore, Madurai, Tirunelveli, Kanyakumari, Thanjavur, Vellore, Kanchipuram, Cuddalore, Salem",29412.0,41176.0,35294.0,0,1,0.5,2
412,Back-End Management Executive,Suprem Service,"Ballari, Mangaluru, Mysuru, Vijayapura, Chitradurga, Hubli, Hosapete, Uttara Kannada, Hassan, Udupi, Bangalore, Tumkur, Shivamogga, Belgaum, Davanagere",29412.0,41176.0,35294.0,0,1,0.5,2
413,Back-End Management Executive,Suprem Service,"Akola, Aurangabad, Kolhapur, Latur, Pune, Solapur, Yavatmal, Ahmednagar, Osmanabad, Satara, Thane, Navi Mumbai, Mumbai, Nagpur, Nashik",29412.0,41176.0,35294.0,0,1,0.5,2
414,Back-End Management Executive,Suprem Service,Work from home,29412.0,41176.0,35294.0,0,1,0.5,2
415,Data Entry Operator,Suprem Service,"Suryapet, Warangal, Mahbubnagar, Siddipet, Mancherial, Kothagudem, Hyderabad, Nizamabad, Mandamarri, Wanaparthy, Nalgonda, Gadwal, Adilabad, Karimnagar, Khammam",23529.0,41176.0,32353.0,0,1,0.5,2
416,Stem Manager,Pereyan LLP,Bangalore,14118.0,20588.0,17353.0,0,2,1.0,2
417,Packaging Design,Pereyan LLP,Bangalore,14118.0,20588.0,17353.0,0,2,1.0,2
418,Poster Design Trainee,Pereyan LLP,Bangalore,14118.0,20588.0,17353.0,0,2,1.0,2
437,Search Engine Optimization (SEO) Executive,Pereyan LLP,Bangalore,17647.0,20588.0,19118.0,0,2,1.0,1
438,Early Childhood Development Marketing,Pereyan LLP,Bangalore,14118.0,20588.0,17353.0,0,1,0.5,1
439,Business Development Executive,Expertrons,Work from home,11765.0,20588.0,16176.0,0,3,1.5,1
440,Customer Care Executive,Suprem Service,"Dakshina Kannada, Bijapur, Udupi, Bellary[R], Gulbarga, Chitradurga, Bangalore, Kolar, Davangere, Tumakuru, Mangaluru, Dharwad, Koppal, Vijayapura, Bidar",23529.0,35294.0,29412.0,0,1,0.5,1
441,Receptionist,Suprem Service,"Wanaparthy, Gadwal, Nalgonda, Adilabad, Karimnagar, Khammam, Suryapet, Warangal, Mahbubnagar, Siddipet, Mancherial, Kothagudem, Hyderabad, Nizamabad, Mandamarri",23529.0,35294.0,29412.0,0,1,0.5,1
442,Customer Care Executive,Suprem Service,"Kadapa, Guntur, Anantapur, Prakasam, Nellore, Chittoor, Narasaraopet, Vijayawada, Venkatagiri, Kurnool, Tirupati, Srikakulam, Vizianagaram, Visakhapatnam, Ongole",23529.0,35294.0,29412.0,0,1,0.5,1
443,Customer Care Executive,Suprem Service,"Solapur, Sangli, Pune, Ahmednagar, Nanded, Amravati, Akola, Dhule, Latur, Nashik, Satara, Mumbai, Beed, Nagpur, Washim",23529.0,41176.0,32353.0,0,1,0.5,1
444,Customer Care Executive,Suprem Service,Work from home,23529.0,35294.0,29412.0,0,1,0.5,1
445,Receptionist,Suprem Service,"Kurnool, Rajamahendravaram, Madanapalle, Kadapa, Guntur, Tenali, Visakhapatnam, Vizianagaram, Srikakulam, Anantapur, Proddatur, Nandyal, Nellore, Vijayawada, Ongole",23529.0,35294.0,29412.0,0,1,0.5,1
